id	source_japanese	llama_english	llama_chinese	llama_vietnamese
handbook-110	証人尋問を終わります。	The witness examination is concluded.	证人询问完毕。	Hỏi cung nhân chứng kết thúc.
handbook-112	本件に被告人に対する平成○○年(わ)第○○号強盗被告事件を併合して審理します。	In this case, the trial for Heisei XX ( Wa )  No. XX Robbery will be tried jointly with the defendant.	本案將与被告人强盗一案（○○○○年第○○号）合并審理。	Xét xử vụ án này sẽ được hợp nhất với vụ án Hắc đạo (Tội trộm cướp) số ○○ năm ○○ đã được khởi tố đối với bị cáo.
handbook-113	起訴状記載の訴因を「被告人はしたものである。」と、罪名及び罰条を「窃盗 刑法235条」とそれぞれ変更の請求をします。	I request that the grounds for the indictment be changed to "The defendant did the following:" and the offense and the penal provision be changed to "theft under Article 235 of the Penal Code."	对起诉书中载明的诉因，我要求更改为“被告人是这种情况。”；要求更改罪名及刑法依据为“盗窃罪 刑法235条”。	Tôi yêu cầu thay đổi cáo trạng ghi tội danh thành "Bị cáo đã thực hiện hành vi đó" và tội danh và điều khoản hình sự thành "Trộm cắp Điều 235 Bộ luật Hình sự".
handbook-114	検察官の請求に異議ありません。	No objection to the prosecutor's request.	对检察官的要求没有异议。	Tôi không phản đối những yêu cầu của đại diện Viện Kiểm Sát.
handbook-115	訴因及び罰条等の変更を許可します。	The amendment of the indictment and the penal provisions is allowed.	准许改变诉因及罚则。	Cho phép thay đổi nguyên nhân và điều khoản trừng phạt.
handbook-116	今後の審理においては、平成○○年6月20日付け起訴状記載の公訴事実第1の被害者のことを「被害者A」と、同年7月10日付け追起訴状記載の被害者のことを「被害者B」と呼ぶこととします。	In the subsequent proceedings, the victim as described in the indictment dated June 20, Heisei ○○, shall be referred to as "Victim A," and the victim as described in the additional indictment dated July 10, Heisei ○○, shall be referred to as "Victim B".	今后审理过程中，平成○○年6月20日起诉状载明的第1号被害人的称呼为“被害者A”，同年7月10日追加起诉状载明的被害人的称呼为“被害者B”。	Từ nay trong quá trình xét xử, sẽ gọi người bị hại có trong bản cáo trạng ngày 20 tháng 6 năm Heisei ○○ là "Nạn nhân A" và người bị hại có trong bản cáo trạng bổ sung ngày 10 tháng 7 cùng năm là "Nạn nhân B".
handbook-117	本日、被害者Aさんから被害者参加の申出がありました。	Today, we have received a request for victim participation from Victim A.	今天我们收到了受害者A的受害者参加陈述的申请。	Hôm nay, chúng tôi nhận được yêu cầu tham gia tố tụng của nạn nhân A.
handbook-118	検察官としては、相当であると考えます。	As a prosecutor, I believe this is appropriate.	检察官认为是相当的。	Với tư cách là công tố viên, tôi nghĩ rằng điều đó là phù hợp.
handbook-121	申出人の本件被告事件の手続への参加を許可します。	The plaintiff is permitted to participate in the proceedings of the case against the defendant.	准许申请人参加本案被告程序。	Tôi cho phép nguyên đơn tham gia vào vụ án này của bị cáo.
handbook-122	被害者の方からの心情その他の意見陳述を行います。	The victim will now offer a personal statement and provide their views.	受害人陈述意见并表达感受。	Nạn nhân sẽ trình bày tâm trạng và ý kiến khác của họ.
handbook-123	では、被害者の方は証言台に進んで、その意見を陳述してください。	Now, would the victim please proceed to the witness stand and give their statement.	那么，请受害者上证人席，对所发生的事情做出陈述。	Xin mời bị hại bước lên bục khai man để trình bày ý kiến của mình nhé.
handbook-124	私は、被告人に殴られて、半年も入院しました。	I was hospitalized for nearly six months after being punched by the defendant.	我被被告打伤了，住院长达半年之久。	Tôi đã bị bị cáo đánh và phải nằm bệnh viện gần một năm.
handbook-125	その間、身体の自由が利かず、仕事もできず、とてもつらい思いをしました。	During that time, I was deprived of my freedom and unable to work, which was extremely difficult for me.	那段时间，我身不由己，无法工作，非常煎熬。	Trong thời gian đó, tôi không thể tự do đi lại, làm việc và cảm thấy rất mệt mỏi.
handbook-126	被告人のことは、絶対に許せません。	I refuse to forgive the defendant under any circumstances.	被告人的行为，绝对不能饶恕。	Bị cáo không thể được tha thứ.
handbook-129	事実は間違いないということですが、この事実について、有罪であるとして処罰されても構わないということですか。	Is it not that the fact is correct, but rather that you are willing to accept punishment for being guilty of this fact?	事实上是如此而无误的，但是这事实能认定为有罪并应当受到惩罚吗。	Kết quả là không sai, nhưng liệu kết quả này có đủ để tuyên bố phạm tội và chịu hình phạt không?
handbook-132	被告人の陳述と同様です。	It is the same as the defendant's statement.	与被告人的陈述相同。	Giống như lời khai của bị cáo
handbook-133	本件については、検察官から即決裁判手続の申立てがされています。	The prosecution has filed a request for a summary trial in this case.	检察官已提出对本案的即决审判申请。	Vụ án này đã có Viện Kiểm sát đề nghị xét xử theo thủ tục rút gọn.
handbook-134	被告人、弁護人は即決裁判手続によることについて同意しており、被告人は有罪である旨の陳述をしていますので、本件を即決裁判手続によって審判することとします。	The defendant and defense counsel have consented to a summary judgment proceeding and the defendant has stated that he is guilty, so this case shall be tried in a summary judgment proceeding.	被告人和辩护人同意采用简易程序审理此案，被告人承认其有罪，因此本案将采取简易程序审判。	Bị cáo và luật sư đồng ý tiến hành theo thủ tục xét xử sơ thẩm rút gọn, bị cáo đã khai nhận mình có tội nên vụ án sẽ được xét xử theo thủ tục này.
handbook-135	では、証拠調べに入ります。	We will now proceed with the examination of evidence.	现在進行證據調查。	Tôi sẽ bắt đầu thẩm vấn nhân chứng.
handbook-136	検察官、証拠調べ請求をお願いします。	Prosecutor, may I request an examination of evidence?	检察官，请提交证据审查申请。	Viên công tố, xin quan tâm trình bày các chứng cứ.
handbook-137	本件公訴事実を立証するため、証拠等関係カード(甲)(乙)記載の各証拠の取調べを請求します。	For the purpose of proving the alleged facts in this case, we request the examination of each piece of evidence described in the list of evidence and documents (Appendices A and B).	本件公诉事实，依法证据能够证实的，希望能够对证据（甲、乙）中的证据进行调阅和询问。	Tôi xin đề nghị thẩm vấn các chứng cứ được liệt kê trong các thẻ (甲) và (乙) để chứng minh sự thật của vụ án này.
handbook-139	いずれも、証拠とすることに異議はありません。	There are no objections to any of these being entered as evidence.	至此，没有人对这些作为证据提出表示异议。	以上 đều không có ý kiến phản đối để làm bằng chứng.
handbook-140	検察官、御意見を伺います。	The prosecution, what is your statement?	檢察官，您有什么意見嗎？	Kiểm sát viên, xin ông cho biết quan điểm của mình.
handbook-141	検察官がこの事件に対する意見を述べますので、被告人は聞いていてください。	The prosecutor will give his statement on this case, so the defendant should listen carefully.	检察官将就此案发表意见，请被告 注意聆听。	Kiểm sát viên sẽ phát biểu ý kiến của mình về vụ án này, nên bị cáo hãy lắng nghe.
handbook-142	それでは論告いたします。	I proceed with my closing argument.	以下是我对该日文的中文翻译：现在进行结案陈词。	Tôi xin được bắt đầu phát biểu luận tội.
handbook-143	まず、事実についてですが、本件公訴事実は、当公判廷で取り調べられた関係各証拠によって証明十分と思料します。	Firstly, regarding the facts, I believe that the prosecution's allegations in this case have been sufficiently proven by the various pieces of evidence examined in this court.	首先，关于事实方面，认为本案的公诉事实已经通过本庭审理核实的相关证据得到充分证实。	まず, vấn đề về thực tế là vậy, nhưng cáo buộc thực tế trong vụ án này đã được chứng minh đầy đủ nhờ vào các bằng chứng có liên quan được điều tra tại tòa án này.
handbook-144	情状について申し上げます。本件は、被告人が、金を稼ぐ目的で、当初から不法に残留することを予定して入国し、2年余りにわたって不法に残留した事案であり、その残留期間の長さなどを考えると、被告人の刑事責任は重大であります。	Regarding the circumstances, this case involves the defendant who entered Japan with the intention of staying illegally from the start in order to earn money, and then remained in the country illegally for over two years. Given the lengthy period of their illegal stay, the defendant's criminal responsibility is substantial.	关于此案的事实如下： 本案中的被告人，出于谋取金钱利益的目的，最初进入我国时就计划非法滞留，并且在此后连续两年多时间里，非法滞留我国。鉴于其长期非法滞留等情况，被告人的刑责严重。	Tôi xin trình bày về hoàn cảnh của vụ việc này như sau: Vụ việc này là vụ bị cáo đã nhập cảnh vào nước ta với mục đích kiếm tiền và đã dự định ở lại nước ta một cách bất hợp pháp ngay từ đầu, và đã ở lại một cách bất hợp pháp trong suốt hơn hai năm. Khi xem xét đến việc thời gian lưu trú bất hợp pháp dài như vậy, thì trách nhiệm hình sự của bị cáo là rất nghiêm trọng.
handbook-145	求刑ですが、以上諸般の事情を考慮し、相当法条適用の上、被告人を、懲役1年6月に処するのを相当と思料します。	Considering the aforementioned circumstances, I recommend that the defendant be sentenced to one year and six months' imprisonment, in accordance with the relevant laws and regulations.	求刑方面，由于综上所述、各种因素和适用相关法条，被告应判处有期徒刑一年六个月，这样是比较合适的。	Về việc này, sau khi xem xét mọi tình tiết trên, áp dụng các quy định pháp luật tương ứng, tôi cho rằng việc tuyên phạt bị cáo tù giam một năm sáu tháng là phù hợp.
handbook-146	では、弁論としての意見陳述をお願いします。	The floor is now open for closing arguments.	現在進行中の法律诉訟中，请陈述你们的意见。	Tôi xin đề nghị quý vị trình bày ý kiến tranh luận.
handbook-147	この事件の被害者参加人として、私の意見を述べます。	As a victim participant in this case, I would like to express my opinion.	作为本案件的参与人，我愿意表达我的意见。	Tôi muốn thể hiện ý kiến của mình với tư cách là người tham gia tố tụng của vụ án này.
handbook-148	被告人は、何の関係もない私に対し、いきなり言い掛かりをつけ、その後、急に殴りかかってきました。	The defendant suddenly picked a quarrel with me for no reason and then abruptly struck me.	 被告人突然向我无端指控，尔后又突然殴打了我。	Bị cáo đã nói lời hỗn láo với tôi mà không có mối quan hệ gì cả, rồi sau đó lại bất ngờ tấn công tôi một cách thô bạo.
handbook-149	このため、私は1か月もの入院を余儀なくされるほどの重傷を負いました。	As a result, I suffered severe injuries that required me to be hospitalized for a month.	因此，我遭受了重伤，甚至不得不在医院住了一个月。	Vì vậy, tôi đã phải nhập viện trong cả tháng do bị thương nặng.
handbook-150	入院中は身体の自由が利かず、本当につらい思いをしました。	During my hospitalization, I experienced a lot of hardship and distress due to the restriction of my physical freedom.	住院期间，因为没有了行动的自由，真的很痛苦。	Trong thời gian nằm viện, thân thể không được tự do và thật sự rất khó chịu.
handbook-151	被告人は、私にも落ち度があるなどといって謝罪すら行わず、また、慰謝料はおろか、入院費用さえも支払っていません。	The defendant has neither apologized to me for responsibility, nor has paid me any consolation money, or even hospital expenses.	被告人甚至没有向我道歉，指出我有过错，甚至连慰问金和医疗费都没有给付。	Bị cáo không hề xin lỗi vì đã gây tổn thương cho tôi, thậm chí không chịu bồi thường khoản nào kể cả phí điều trị.
handbook-152	このような被告人のことは、どうしても許せません。	I just can't forgive a defendant like this.	这种犯人无论如何也不能原谅。	Tôi hoàn toàn không thể chấp nhận được hành động của bị cáo như vậy.
handbook-153	私は、被告人を懲役4年の刑にしてほしいと思います。	I recommend that the defendant be sentenced to four years in prison.	我认为被告应该判处四年的有期徒刑。	Tôi mong muốn bị cáo phải chịu hình phạt tù 4 năm.
handbook-155	では、被告人のため、弁論いたします。	I will now proceed with the arguments on behalf of the defendant.	现在，我为被告人辩论。	Tôi sẽ trình bày vụ án của bị can.
handbook-156	本件公訴事実に関しては、被告人は当公判廷においてもこれを素直に認めており、弁護人としてもこれに対し特段異議をとどめるべき点はございません。	Regarding the facts of the indictment, the defendant has consistently admitted them in this court, and there are no objections to be raised from the defense counsel.	原告提起的公诉事实，作为被告人，在庭上也已如实供认，而且作为辩护人，对于这些事实也无特殊异议。	Về những tình tiết truy tố này, bị cáo cũng đã thừa nhận một cách trung thực tại phiên tòa xét xử này và phía luật sư cũng không có điểm gì đáng phải phản đối.
handbook-157	被告人も当公判廷で供述したとおり、本件は弁解の余地のない違法行為であり、被告人自身、長期にわたる不法残留については十分反省し、国外に退去した後は2度と日本には来ないと供述しており、今後2度とこのような違法行為を繰り返さないことを誓っているものです。	As stated by the defendant in this court, this case involves an unlawful act with no room for justification, and the defendant himself has reflected on his long-term illegal stay and has stated that he will not return to Japan after deportation and has sworn not to repeat such unlawful conduct in the future.	被告人在庭审时也陈述了，按照本案事实，被告人的行为是无可辩解的违法行为；被告人本身也对长期非法滞留在日本的事实进行了深刻的反省，并表示将在国外离境后绝不再次进入日本，并发誓今后绝不会再次实施此类违法行为。	Bị cáo cũng đã khai tại phiên tòa này như sau: vụ việc này là hành vi vi phạm pháp luật không thể biện minh, bị cáo tự nhận thức được hành vi ở lại bất hợp pháp trong thời gian dài và cam đoan sau khi bị trục xuất sẽ không còn tái phạm hành vi vi phạm pháp luật như vậy nữa.
handbook-158	被告人の残留目的は、就労であり、それ以外の不法な目的を有していたものではありません。	The defendant's purpose of stay was for employment and did not involve any other unlawful purposes.	被告人的留居目的，是为了就业，而不是其他非法目的。	Bị cáo vẫn có mục đích lưu trú là mục đích làm việc, không có mục đích bất hợp pháp nào khác.
handbook-159	現に、来日してから逮捕されるまでの間は、まじめに稼働しており、本件以外の犯罪を犯したこともなく、前科前歴はありません。	From the time of his arrival in Japan to his arrest, he has been diligently working and has not committed any other crimes, with no prior record.	他入境后直到被捕期间一直努力工作，并无其他违法行为，也无前科前史。	Trên thực tế, kể từ khi sang Nhật Bản cho đến khi bị bắt giữ, anh ta đã làm việc chăm chỉ và không phạm tội nào khác ngoài vụ án này, không tiền án tiền sự.
handbook-160	被告人は今回、逮捕、勾留、起訴という厳しい処分を受け、既に相当の期間の身柄拘束処分を受けており、十分な社会的、 経済的制裁を受けています。	The defendant has already been subject to severe punishment in the form of arrest, detention, and prosecution, and has received considerable social and economic sanctions.	被告人这次遭到了逮捕、拘留、起诉的严厉处分，已经接受相当长时间的羁押 Measures，并接受了充分的社会和经济制裁。	Bị can đã chịu những hình phạt nghiêm khắc như bị bắt, tạm giữ, truy tố trong vụ án này và đã phải chịu nhiều biện pháp hạn chế về thân thể trong một khoảng thời gian đáng kể. Do đó, không thể xem đây là một hình phạt cá nhân xã hội và kinh tế không đầy đủ.
handbook-161	以上の事情を併せ考慮されて、被告人に是非とも自力更生、再起の機会を与えていただきたく、執行猶予の寛大な判決を下されるよう、切にお願いする次第です。	I respectfully request that the court take into consideration the above circumstances and provide the defendant with the opportunity to rehabilitate and make a fresh start, and I humbly request a lenient sentence with suspension of execution.	综上所述，我们恳求法官能够考虑到被告的情况，给予其改过自新的机会，希望能够对其从宽判决、免于执行刑罚。	Xét thấy toàn bộ tình tiết kể trên, tôi kính mong quý toà án xem xét và cho người bị cáo có cơ hội tự lực cánh sinh, tự lập, từ đó ban hình phạt khoan hồng với điều kiện là ân xá, vô thời hạn, ngài xét xử.
handbook-162	被告人は、指輪を買うつもりだったのであり、窃盗の故意はなく、無罪です。	The defendant intended to purchase the ring, lacked the intent to steal, and is therefore not guilty.	被告本意是想買戒指，沒有偷竊的故意，是無罪的。	Bị cáo định mua nhẫn và không có ý định trộm cắp, nên vô tội.
handbook-163	このことは証拠によって認められる次の事実から明らかであります。	"This is evident from the following facts as being established by evidence."	这件事是通过以下事实和证据得到证实的。	Việc này được rõ ràng từ các sự kiện sau được chứng minh bằng chứng cứ
handbook-164	以上のことから、被告人には窃盗の故意がなく、無罪であります。	Based on the facts presented, the defendant had no intention of committing theft, and is therefore not guilty.	综上所述，原告缺乏盗窃故意，应当被宣告无罪。	Từ những điều trên, bị cáo không có ý định trộm cắp, nên vô tội.
handbook-165	これで審理を終わりますが、最後に何か言っておきたいことはありますか。	Is there anything else you wish to say before we conclude this hearing?	现在审理结束了，但您还有什么要补充的吗？	Tôi xin hỏi liệu bạn có muốn nói thêm điều gì không trước khi kết thúc phiên tòa không.
handbook-166	申し訳ないことをしたと思います。	I think I've done something wrong.	我想我做了一些iresponsible的事情。	Tôi nghĩ rằng tôi đã làm một việc rất đáng tiếc.
handbook-167	私は盗むつもりはありませんでした。	I did not intend to steal.	我不是故意去偷的。	Tôi không có ý định đánh cắp.
handbook-168	早く自分の国へ帰らせてください。	Please allow me to return to my country as soon as possible.	请赶快让我回自己的国家。	Tôi muốn được trở về nước sớm nhất có thể.
handbook-169	次回公判期日は、平成○○年11月8日午前10時30分と指定します。	The next trial date is scheduled for 10:30 a.m. on November 8, Heisei ○○ year.	下次审判日期定为平成○○年11月8日上午10点30分。	Phiên tòa tiếp theo sẽ được ấn định vào ngày 8 tháng 11 năm Heisei ○○, lúc 10 giờ 30.
handbook-170	それでは、判決は平成○○年12月6日午後1時にこの法廷で言い渡します。	The judgment will be delivered in this court on December 6, Heisei ○○, at 1:00 pm.	那么，判决将于平成○○年12月6日下午1点在本法庭宣判。	Xét thấy đủ căn cứ,โท án sẽ tuyên án vào lúc 13 giờ ngày mồng 6 tháng 12 năm Heisei ○○ tại phòng xử án này.
handbook-171	被告人に対する○○被告事件の判決を言い渡します。	I hereby deliver the verdict in the case of ○○, the defendant.	现在宣判○○被告一案。	Tôi tuyên án vụ án bị cáo người tên ○○ như sau.
handbook-172	理由：当裁判所が証拠により認定した罪となるべき事実(犯罪事実)の要旨は次のとおりである。	The gist of the facts that constitute the offense that this Court has acknowledged based on the evidence, as stipulated in this verdict, is as follows.	检察官在审判过程中举出的事实证据，是本法院已经查明的如下要点：	Lý do: Những sự việc mà tòa án xác định qua các bằng chứng có thể cấu thành các sự kiện phạm tội, nội dung như sau：
handbook-173	そこで、所定の法条(法律)を適用して主文のとおり判決する。	Pursuant to applicable law and regulations, I hereby deliver judgment as set forth in the judgment.	根据相关法律法规，判决如下。	Xét thấy, áp dụng các quy định của pháp luật và tuyên án như sau:
handbook-174	刑を定めるに当たって考慮した事情は以下のとおりである。	The circumstances we took into consideration when determining the sentence are as follows.	量刑時所考虑的因素如下。	Khi quyết định hình phạt cần xem xét những tình huống sau đây.
handbook-175	刑事裁判の手続としては、釈放されます。	You are hereby discharged as part of the criminal court proceedings.	作为刑事诉讼的一部分，你将被释放。	Vì là thủ tục xét xử hình sự nên anh sẽ được phóng thích.
handbook-176	今後◯年間のうちに日本で罪を犯さなければ、刑務所に入らなくてもよくなります。	If you do not commit any further offenses in Japan within the next ◯ years, you will be exempt from imprisonment.	如果在今后◯年内在日本国内没有犯案，你就不必入狱了。	Trong vòng ◯ năm tới nếu không phạm tội ở Nhật Bản thì sẽ không phải vào tù.
handbook-177	しかし、この○年間のうちに日本で罪を犯してまた刑に処せられることがあると、この執行猶予は取り消されます。	However, if sentenced to imprisonment in Japan during these ○ years, this suspension of execution shall be revoked.	但在○年期间内如果在日本犯案且再次入狱，这一缓刑会被取消。	Tuy nhiên, trong suốt khoảng thời gian được hưởng án treo, nếu phạm tội ở Nhật Bản và bị phạt tù, thì án treo sẽ bị hủy bỏ.
handbook-178	そうなると、今回の懲役○年の刑を実際に受けなければならなくなります。	That being the case, you will actually have to serve the ○-year prison sentence imposed this time.	那样的话，就不得不真正受實際服刑○年。	Vậy thì lúc đó, anh ta sẽ phải chịu án tù ○ năm như đã tuyên án.
handbook-179	もちろん、その場合には新たに犯した罪の刑も受けます。	Of course, in that case, he will also receive punishment for the new crimes he has committed.	当然，在这种情况下，你也将面临新犯罪行的刑罚。	Tất nhiên, trong trường hợp đó, bạn cũng sẽ phải chịu hình phạt cho tội mới đã phạm.
handbook-180	そういうことのないように、十分注意してください。	Please exercise due caution so that such things do not occur.	请注意，确保这种情况不会发生。	xin chú ý đừng xảy ra tình huống như vậy.
handbook-181	なお、被告人の場合は既に在留期間が経過していますから、この判決の後間もなく、入国管理局において被告人を本国に送還する手続がなされると思います。	Also, in the defendant's case, their permitted period of stay has already expired, so I assume that following this judgment, proceedings to deport the defendant to their home country will be carried out promptly by the immigration authorities.	但被告人的居留期限已过，其审判结束后不久，入管局可能将被告人遣返回国。	Trong trường hợp này, vì đã hết thời hạn lưu trú, sau khi tuyên phạt, quốc sẽ ngay lập tức bị đưa đến Cục Xử lý Xuất Nhập cảnh và trải qua thủ tục hồi hương về chủng quốc
handbook-182	したがって、結局、送還後○年間日本に来て犯罪を犯さなければ、今回の刑を受けることはないということになります。	Therefore, after all, if he does not come to Japan and commit a crime for a certain number of years after deportation, it will not result in serving the sentence this time.	因此，可以说總歸一句：在犯人被遣返回日本後，假如在○年之內一直沒有在日本犯案的話，這次的刑罰就是不會受到的。	Vậy thì cuối cùng, sau khi bị trục xuất, trong khoảng thời gian 〇 năm nếu không sang Nhật và phạm tội, thì sẽ không phải chịu hình phạt lần này.
handbook-183	被告人はこれまで相当期間勾留されていますから、そのうちの○日間は既に刑の執行を受け終わったものとします。	The defendant has been detained for a considerable period of time, and it is ordered that ○ days of that detention be deemed as time already served.	被告人已被监禁相当长的一段时间，因此原本应判刑的中相当长的一段时间应已经在拘留期间完成服刑。	Bị cáo đã bị giam giữ trong thời gian khá dài nên trong khoảng thời gian đó, số ngày đã hết hạn thi hành án sẽ được coi là đã chấp hành xong.
handbook-184	したがって、言い渡した○年○か月の刑から実際には○日間が差し引かれることになります。	As a result, in reality, the sentence handed down in ○ year ○ month will be reduced by ○ days.	因此，在宣判的〇年〇月刑期中，将实际减去〇日。	Do đó, mức phạt tuyên đã được giảm thực tế là ○ ngày kể từ tháng ○ năm ○.
handbook-185	保護観察というのは、国の機関である保護観察所の保護観察官の指導監督によって、被告人が再び間違いを起こすことのないように手助けする制度です。	Probation is a system where a probation officer from a national agency called a probation office provides guidance and supervision to help the defendant avoid making the same mistakes again.	监护 是由国家机构监护处的监护员的指导监督下，帮助被告不会再次犯错的制度。	Bảo vệ giám sát là một hệ thống giúp cho người bị cáo không phạm lỗi lại dưới sự chỉ đạo và quản lý của người bảo vệ giám sát thuộc cơ quan quản lý của nhà nước là cơ quan bảo vệ giám sát.
handbook-186	普通は毎月1回以上保護観察所に所属する保護観察官のもとにいる保護司という人と会って、被告人の日ごろの生活について指導を受けることになります。	The defendant is usually required to visit a probation officer at a probation office at least once a month to receive guidance on their daily life.	通常情况下，被告人每月至少一次须到所属的保护观察机构，接受保护司的指导，接受有关其日常生活的监管。	Thông thường, mỗi tháng ít nhất một lần, bị cáo phải đến gặp bảo trợ viên, người trực thuộc văn phòng bảo trợ xã hội, để nhận sự hướng dẫn về cuộc sống hàng ngày.
handbook-187	この判決の確定後、速やかに、保護観察所に出頭して保護観察所の説明を受けてください。	Once this judgment has been finalized, please report promptly to the probation office and receive instructions from the probation office.	判决生效后，请您迅速前往监护审查机构，并听取机构的说明。	Sau khi bản án có hiệu lực pháp luật, đề nghị quý vị nhanh chóng ra cơ quan thi hành án hình sự và cơ quan được giao giám sát, giáo dục để được hướng dẫn cụ thể.
handbook-188	保護観察所では、守らなければならない事項について指示されますが、もし、この遵守事項を守らない場合には、この刑の執行猶予を取り消されることがあります。	At the probation office, you will be instructed on the matters you must observe, but if you fail to comply with them, the suspension of the sentence may be revoked.	但是，如果不遵守这些事项，犯罪者的缓刑可能会被取消。	Trung tâm giám sát bảo vệ sẽ hướng dẫn bạn những điều cần tuân thủ, nhưng nếu bạn không tuân thủ những điều này, án treo có thể bị取消.
handbook-189	また、再び犯罪を犯して禁錮以上の刑に処せられた場合には法律上執行猶予を付けることができないので、そのようなことのないよう十分注意してください。	Furthermore, if you commit another crime and are sentenced to imprisonment or more, the execution of your sentence will no longer be suspended, so please exercise extreme caution to avoid such circumstances.	请注意，如若再次犯罪，并被判处有期徒刑以上刑罚时，将无法被开释，如若引起法律后果，与我们无关，请您自行注意。	Nếu bạn lại phạm tội và bị kết án tù giam trở lên thì sẽ không được áp dụng án treo, vì vậy hãy cẩn thận để tránh trường hợp đó.
handbook-190	この判決に不服がある場合には、控訴〈上告>の申立てをすることができます。	If you are dissatisfied with this verdict, you can make an appeal by filing a notice of appeal or bring a higher appeal to a higher court.	如果您对判决不服，可以提出上诉或抗告。	Nếu bị cáo không đồng ý với bản án này, bị cáo có quyền kháng cáo.
handbook-191	その場合には、明日から14日以内に○○高等裁判所<最高裁判所>あての控訴<上告>申立書をこの裁判所に差し出してください。	In that case, please file a notice of appeal to the ○○ High Court <Supreme Court> within 14 days from tomorrow with this court.	在此情况下，请在明天起的14日内将○○高等法院<最高法院>的上诉<抗诉>申请书递交至本法院。	Trong trường hợp đó, xin vui lòng nộp đơn kháng cáo gửi Toà án cấp cao hơn [Toà án Tối cao] trong vòng 14 ngày kể từ ngày mai tại Toà án này.
handbook-192	被告人を懲役<禁錮>1年に処する。	The defendant is hereby sentenced to imprisonment for one year.	對被告判處一年有期徒刑。	Xử phạt bị cáo mức án 01 năm tù, giam giữ.
handbook-194	被告人を拘留10日に処する。	The defendant is hereby sentenced to ten days in detention.	被告人拘留十日。	 nghi phạm bị giam giữ trong 10 ngày.
handbook-195	被告人を懲役1年以上2年以下に処する。	The defendant is hereby sentenced to imprisonment for a term of at least one year and no more than two years.	判處被告人一年以上二年以下有期徒刑	Xử phạt bị cáo từ 1 năm đến 2 năm tù.
handbook-196	被告人を懲役1年及び罰金20万円に処する。 	The defendant is hereby sentenced to imprisonment for one year and a fine of 200,000 yen.	判处被告人一年有期徒刑，并处二十万元罚款。	被告人 bị xử phạt tù 1 năm và phạt tiền 200.000 yên.
handbook-197	被告人を判示第1の罪について懲役1年に、判示第2の罪について懲役2年に処する。	The defendant is hereby sentenced to one year of imprisonment for the offense listed in count 1 and two years of imprisonment for the offense listed in count 2.	被告人判为罪状一，处有期徒刑1年，判为罪状二，处有期徒刑2年。	Bị cáo bị tuyên bố phạm tội quy định tại điểm 1 với hình phạt được tuyên là tù giam một năm và phạm tội quy định tại điểm 2 với hình phạt được tuyên là tù giam hai năm.
handbook-200	未決勾留日数中30日を、その1日を金5000円に換算して、その刑に算入する。	 Thirty days of the period of detention pending trial shall be credited to the sentence at the rate of 5000 yen per day.	判决之前的拘留天数中30天，以每天5000日元换算，折抵刑期。	Số ngày giam giữ chưa thụ án trong đó 30 ngày, sẽ được tính vào án phạt, với 1 ngày tương đương 5.000 yên.
handbook-201	未決勾留日数中、その刑期に満つるまでの分をその刑に算入する。	Detention periods prior to conviction will be deducted from the total sentence.	判决前被羁押的时间中，其刑期的部分予被计算在刑期内。	Giá trị của những ngày bị giam giữ trước khi xử chưa có quyết định cuối cùng sẽ được tính vào thời gian phải chấp hành phạt tù.
handbook-202	未決勾留日数中、その1日を金5000円に換算してその罰金額に満つるまでの分を、その刑に算入する。	One day of the period of detention pending trial shall be deemed equivalent to 5,000 yen, and the portion thereof that does not exceed the amount of the fine shall be included in the sentence.	未决拘留的日期中，按照日换算在5,000日元的金额内的部分，將该金额包含在该刑罰中。	Một ngày trong thời gian giam giữ trước khi xét xử sẽ được tính tương đương với 5.000 yên, và thời gian giam giữ này sẽ được trừ vào mức án phí.
handbook-203	その罰金を完納することができないときは、金5000円を1日に換算した期間被告人を労役場に留置する。	If the fine is not paid, the defendant shall be detained in a labor camp for a period of one day for every 5,000 yen.	如果被告人无法缴纳罚款，则应将罚款金额换算成以5,000日元为一日的关入劳役场的期限。	Khi không thể trả toàn bộ khoản tiền phạt trên, bị cáo sẽ phải chịu giam tại nhà lao động công ích với thời gian tương ứng 5.000 yên trên một ngày.
handbook-205	この裁判が確定した日から3年間その刑の執行を猶予する。	This sentence shall be suspended for a period of three years from the date this judgment becomes final.	本判决生效之日起至三年内暂缓执行刑罚。	Kể từ ngày bản án có hiệu lực, sẽ tạm hoãn thi hành hình phạt trong thời hạn 3 năm.
handbook-206	被告人をその猶予の期間中保護観察に付する。	The defendant is placed on probation under supervision for the duration of the suspension.	对被告人在其缓刑期间实行社区矫正。	Xét thấy cần giám sát người bị kết án trong thời gian thử thách.
handbook-208	押収してある短刀1本(平成○○年押第○○号の1)を没収する。	One dagger (Exhibit No. 1 in Case No. ×× of Security Deposit in the year of Heisei ××) be forfeited.	没收一把现扣押的短刀（＋扣押编号）	Tịch thu 1 con dao găm đã được thu giữ (số hồ sơ số ○○ năm ○○)
handbook-209	押収してある約束手形1通(平成○○年押第○○号の1)の偽造部分を没収する。	The forged part of one promissory note (Exhibit Seizure No. ○○ of Heisei ○○) shall be confiscated.	查获的1份欠据(平成○○年押第○○号的1)的伪造部分予以没收。	Tiêu hủy chữ ký giả mạo của giấy hẹn nộp tiền số 1 (số thứ tự năm ○○) chỉ định tại chứng物 số ○○ (Số thứ tự năm △△).
