id	source_japanese	azure_english	azure_chinese	azure_vietnamese
handbook-112	本件に被告人に対する平成○○年(わ)第○○号強盗被告事件を併合して審理します。	This case will be combined with the case of the defendant in the robbery of the defendant.	本案将与被告抢劫案合并审理。	Vụ án này sẽ được kết hợp với trường hợp của bị cáo trong vụ cướp của bị cáo.
handbook-113	起訴状記載の訴因を「被告人はしたものである。」と、罪名及び罰条を「窃盗 刑法235条」とそれぞれ変更の請求をします。	The cause of action stated in the indictment is changed to "The accused has committed" and the name of the crime and the penalty are changed to "Theft, Article 235 of the Penal Code".	起诉书中陈述的诉讼因由改为“被告犯了罪”，犯罪名称和处罚改为“盗窃，刑法第 235 条”。	Nguyên nhân của hành động nêu trong bản cáo trạng được thay đổi thành "Bị cáo đã phạm tội" và tên tội phạm và hình phạt được thay đổi thành "Trộm cắp, Điều 235 Bộ luật Hình sự".
handbook-114	検察官の請求に異議ありません。	I have no objection to the prosecutor's request.	我对检察官的要求没有异议。	Tôi không phản đối yêu cầu của công tố viên.
handbook-115	訴因及び罰条等の変更を許可します。	Permitted to change the cause of action and penalties.	允许更改诉讼因由和处罚。	Được phép thay đổi nguyên nhân hành động và hình phạt.
handbook-116	今後の審理においては、平成○○年6月20日付け起訴状記載の公訴事実第1の被害者のことを「被害者A」と、同年7月10日付け追起訴状記載の被害者のことを「被害者B」と呼ぶこととします。	In future proceedings, the victim of the first indictment in the indictment dated June 20, 2000 will be referred to as "Victim A," and the victim described in the additional indictment dated July 10, 2000 will be referred to as "Victim B."	在未来的诉讼中，2000 年 6 月 20 日起诉书中第一次起诉书的受害者将被称为“受害者 A”，而 2000 年 7 月 10 日的补充起诉书中描述的受害者将被称为“受害者 B”。	Trong các thủ tục tố tụng trong tương lai, nạn nhân của bản cáo trạng đầu tiên trong bản cáo trạng ngày 20 tháng 6 năm 2000 sẽ được gọi là "Nạn nhân A", và nạn nhân được mô tả trong bản cáo trạng bổ sung ngày 10 tháng 7 năm 2000 sẽ được gọi là "Nạn nhân B".
handbook-117	本日、被害者Aさんから被害者参加の申出がありました。	Today, Victim A requested to participate as a victim.	今天，受害者 A 要求作为受害者参与。	Hôm nay, Nạn nhân A yêu cầu tham gia với tư cách là nạn nhân.
handbook-118	検察官としては、相当であると考えます。	As a prosecutor, I think it is appropriate.	作为一名检察官，我认为这是适当的。	Là một công tố viên, tôi nghĩ điều đó là phù hợp.
handbook-121	申出人の本件被告事件の手続への参加を許可します。	Permits the applicant to participate in the proceedings of the defendant's case.	允许申请人参与被告案件的诉讼程序。	Cho phép người nộp đơn tham gia vào quá trình tố tụng của vụ án của bị đơn.
handbook-122	被害者の方からの心情その他の意見陳述を行います。	We will make statements of feelings and other opinions from the victims.	我们将陈述受害者的感受和其他意见。	Chúng tôi sẽ đưa ra tuyên bố về cảm xúc và các ý kiến khác từ các nạn nhân.
handbook-123	では、被害者の方は証言台に進んで、その意見を陳述してください。	Now, if you are a victim, please go to the witness stand and give your opinion.	现在，如果您是受害者，请前往证人席并发表您的意见。	Bây giờ, nếu bạn là nạn nhân, hãy đến bục nhân chứng và đưa ra ý kiến của bạn.
handbook-124	私は、被告人に殴られて、半年も入院しました。	I was beaten by the defendant and hospitalized for six months.	我被被告殴打并住院六个月。	Tôi đã bị bị cáo đánh đập và phải nhập viện trong sáu tháng.
handbook-125	その間、身体の自由が利かず、仕事もできず、とてもつらい思いをしました。	During that time, I had no physical freedom and could not work, and I had a very hard time.	在那段时间里，我没有身体自由，无法工作，我度过了非常艰难的时光。	Trong thời gian đó, tôi không có tự do về thể chất và không thể làm việc, và tôi đã có một khoảng thời gian rất khó khăn.
handbook-126	被告人のことは、絶対に許せません。	I can never forgive the accused.	我永远无法原谅被告。	Tôi không bao giờ có thể tha thứ cho bị cáo.
handbook-129	事実は間違いないということですが、この事実について、有罪であるとして処罰されても構わないということですか。	The facts are unmistakable, but do you mean that you don't mind being punished for being guilty of this fact?	事实是毋庸置疑的，但你的意思是你不介意因为犯了这个事实而受到惩罚吗？	Sự thật là không thể nhầm lẫn, nhưng ý bạn là bạn không ngại bị trừng phạt vì phạm lỗi về thực tế này?
handbook-132	被告人の陳述と同様です。	Similar to the statements of the accused.	与被告的陈述相似。	Tương tự như lời khai của bị cáo.
handbook-133	本件については、検察官から即決裁判手続の申立てがされています。	In this case, the public prosecutor has filed a petition for speedy trial proceedings.	在本案中，检察官已提交了一份快速审判程序的申请。	Trong trường hợp này, công tố viên đã đệ đơn yêu cầu thủ tục xét xử nhanh chóng.
handbook-134	被告人、弁護人は即決裁判手続によることについて同意しており、被告人は有罪である旨の陳述をしていますので、本件を即決裁判手続によって審判することとします。	Since the defendant and his counsel have agreed to the speedy trial proceedings and the defendants have made statements to the effect that they are guilty, the case will be tried by the speedy trial proceedings.	由于被告及其律师已同意快速审讯程序，而被告亦已作出声明表示他们有罪，因此案件将采用快速审讯程序审理。	Vì bị cáo và luật sư của anh ta đã đồng ý với thủ tục xét xử nhanh chóng và các bị cáo đã đưa ra tuyên bố rằng họ có tội, vụ án sẽ được xét xử bằng thủ tục xét xử nhanh.
handbook-135	では、証拠調べに入ります。	Now, let's get into the evidence.	现在，让我们来看看证据。	Bây giờ, chúng ta hãy đi vào bằng chứng.
handbook-136	検察官、証拠調べ請求をお願いします。	Prosecutor, please request an examination of evidence.	检察官，请要求审查证据。	Công tố viên, xin vui lòng yêu cầu kiểm tra bằng chứng.
handbook-137	本件公訴事実を立証するため、証拠等関係カード(甲)(乙)記載の各証拠の取調べを請求します。	In order to establish the facts of the prosecution, we request the interrogation of each piece of evidence listed on the evidence-related cards (A) and (B).	为了确定控方的事实，我们要求审问证据相关卡片 （A） 和 （B） 上列出的每一项证据。	Để thiết lập các sự kiện của việc truy tố, chúng tôi yêu cầu thẩm vấn từng bằng chứng được liệt kê trên các thẻ liên quan đến bằng chứng (A) và (B).
handbook-139	いずれも、証拠とすることに異議はありません。	There is no objection to the use of any of them as evidence.	没有人反对使用其中任何一个作为证据。	Không có phản đối việc sử dụng bất kỳ ai trong số chúng làm bằng chứng.
handbook-140	検察官、御意見を伺います。	Prosecutor, I would like to ask for your opinion.	检察官，我想询问您的意见。	Công tố viên, tôi muốn hỏi ý kiến của ông.
handbook-141	検察官がこの事件に対する意見を述べますので、被告人は聞いていてください。	The prosecutor will give his opinion on the case, so the accused should listen.	检察官会就案件发表意见，因此被告应该听取。	Công tố viên sẽ đưa ra ý kiến của mình về vụ án, vì vậy bị cáo nên lắng nghe.
handbook-142	それでは論告いたします。	Now, let me make a statement.	现在，让我发表声明。	Bây giờ, hãy để tôi đưa ra một tuyên bố.
handbook-143	まず、事実についてですが、本件公訴事実は、当公判廷で取り調べられた関係各証拠によって証明十分と思料します。	First of all, with regard to the facts, I believe that the facts of the prosecution in this case are sufficient to prove the relevant evidence examined in this court.	首先，就事实而言，我认为本案控方的事实足以证明本院审查的有关证据。	Trước hết, liên quan đến các sự kiện, tôi tin rằng các sự kiện của công tố viên trong trường hợp này là đủ để chứng minh các bằng chứng liên quan được kiểm tra tại tòa án này.
handbook-144	情状について申し上げます。本件は、被告人が、金を稼ぐ目的で、当初から不法に残留することを予定して入国し、2年余りにわたって不法に残留した事案であり、その残留期間の長さなどを考えると、被告人の刑事責任は重大であります。	I would like to talk about the situation. In this case, the defendant entered the country with the intention of remaining illegally from the beginning for the purpose of earning money and remained illegally for more than two years, and considering the length of his stay, the criminal responsibility of the accused is serious.	我想谈谈情况。 本案中，被告从一开始就以赚钱为目的非法居留入境，并非法居留两年多，考虑到其逗留时间长短，被告的刑事责任很严重。	Tôi muốn nói về tình hình. Trong trường hợp này, bị cáo nhập cảnh vào nước này với ý định ở lại bất hợp pháp ngay từ đầu với mục đích kiếm tiền và ở lại trái phép trong hơn hai năm, và xét đến thời gian lưu trú của mình thì trách nhiệm hình sự của bị cáo là nghiêm trọng.
handbook-145	求刑ですが、以上諸般の事情を考慮し、相当法条適用の上、被告人を、懲役1年6月に処するのを相当と思料します。	In consideration of the above circumstances, we believe that it is appropriate to sentence the accused to one year and six months in prison under the application of the appropriate legal provisions.	鉴于上述情况，我们认为根据适当的法律规定，判处被告一年零六个月的监禁是适当的。	Xem xét các trường hợp trên, chúng tôi tin rằng việc kết án bị cáo một năm sáu tháng tù theo áp dụng các quy định pháp luật thích hợp là thích hợp.
handbook-146	では、弁論としての意見陳述をお願いします。	Now, I would like to ask you to make a statement of opinion as a pleading.	现在，我想请您发表意见陈述作为恳求。	Bây giờ, tôi muốn yêu cầu bạn đưa ra một tuyên bố ý kiến như một lời bào chữa.
handbook-147	この事件の被害者参加人として、私の意見を述べます。	As a victim participant in this case, I would like to express my opinion.	作为本案的受害者参与者，我想表达我的观点。	Là một nạn nhân tham gia trong vụ án này, tôi muốn bày tỏ ý kiến của mình.
handbook-148	被告人は、何の関係もない私に対し、いきなり言い掛かりをつけ、その後、急に殴りかかってきました。	The defendant suddenly started talking to me, who had nothing to do with me, and then suddenly hit me.	被告突然开始和我说话，他与我无关，然后突然打了我。	Bị cáo đột nhiên bắt đầu nói chuyện với tôi, người không liên quan gì đến tôi, và sau đó đột nhiên đánh tôi.
handbook-149	このため、私は1か月もの入院を余儀なくされるほどの重傷を負いました。	Because of this, I was so seriously injured that I had to be hospitalized for a month.	正因为如此，我受了重伤，不得不住院一个月。	Vì điều này, tôi bị thương nặng đến mức phải nhập viện một tháng.
handbook-150	入院中は身体の自由が利かず、本当につらい思いをしました。	While I was in the hospital, I couldn't use my physical freedom, and I had a really hard time.	当我在医院时，我无法使用我的身体自由，我度过了一段非常艰难的时光。	Khi tôi ở trong bệnh viện, tôi không thể sử dụng sự tự do về thể chất của mình và tôi đã có một khoảng thời gian thực sự khó khăn.
handbook-151	被告人は、私にも落ち度があるなどといって謝罪すら行わず、また、慰謝料はおろか、入院費用さえも支払っていません。	The defendant did not even apologize, saying that I was at fault, and did not even pay the cost of hospitalization, let alone alimony.	被告甚至没有道歉，说我有错，甚至连住院费都没付，更别说赡养费了。	Bị cáo thậm chí còn không xin lỗi, nói rằng tôi có lỗi, và thậm chí không trả chi phí nằm viện, chứ đừng nói đến tiền cấp dưỡng.
handbook-152	このような被告人のことは、どうしても許せません。	I cannot forgive such an accused.	我不能原谅这样的被告。	Tôi không thể tha thứ cho một bị cáo như vậy.
handbook-153	私は、被告人を懲役4年の刑にしてほしいと思います。	I would like the defendant to be sentenced to four years in prison.	我希望被告被判处四年监禁。	Tôi muốn bị cáo bị kết án bốn năm tù.
handbook-155	では、被告人のため、弁論いたします。	Now, I will plead on behalf of the accused.	现在，我将代表被告辩护。	Bây giờ, tôi sẽ biện hộ thay mặt cho bị cáo.
handbook-156	本件公訴事実に関しては、被告人は当公判廷においてもこれを素直に認めており、弁護人としてもこれに対し特段異議をとどめるべき点はございません。	With regard to the facts of the prosecution in this case, the defendant has honestly admitted this in the trial court, and there is no particular objection to this as a defense attorney.	关于本案的控方事实，被告在初审法庭上诚实地承认了这一点，作为辩护律师对此没有特别的异议。	Đối với các sự kiện của công tố trong trường hợp này, bị cáo đã trung thực thừa nhận điều này tại tòa án xét xử, và không có sự phản đối cụ thể nào đối với điều này với tư cách là luật sư bào chữa.
handbook-157	被告人も当公判廷で供述したとおり、本件は弁解の余地のない違法行為であり、被告人自身、長期にわたる不法残留については十分反省し、国外に退去した後は2度と日本には来ないと供述しており、今後2度とこのような違法行為を繰り返さないことを誓っているものです。	As the defendant stated in the trial court, this case was an inexcusable illegal act, and the defendant himself fully regretted his long-term illegal stay and stated that he would never come to Japan again after leaving the country, and vowed not to repeat such illegal acts in the future.	正如被告在初审法庭上所说，本案是不可原谅的违法行为，被告本人对自己长期非法居留的行为表示充分后悔，并表示出境后再也不会来日本，并发誓今后不会再发生此类违法行为。	Như bị cáo đã tuyên bố tại tòa án xét xử, vụ án này là một hành vi bất hợp pháp không thể tha thứ, và bản thân bị cáo hoàn toàn hối hận về việc lưu trú bất hợp pháp lâu dài của mình và tuyên bố rằng anh ta sẽ không bao giờ đến Nhật Bản nữa sau khi rời khỏi đất nước, và thề sẽ không lặp lại những hành vi bất hợp pháp như vậy trong tương lai.
handbook-158	被告人の残留目的は、就労であり、それ以外の不法な目的を有していたものではありません。	The defendant's purpose of remaining was to work, and he did not have any other unlawful purpose.	被告留下来的目的是工作，他没有任何其他非法目的。	Mục đích ở lại của bị cáo là để làm việc, và anh ta không có bất kỳ mục đích bất hợp pháp nào khác.
handbook-159	現に、来日してから逮捕されるまでの間は、まじめに稼働しており、本件以外の犯罪を犯したこともなく、前科前歴はありません。	In fact, from the time he came to Japan until his arrest, he was working diligently and had never committed any other crimes or had a criminal record.	事实上，从他来到日本到被捕，他一直在勤奋工作，从未犯下任何其他罪行或犯罪记录。	Trên thực tế, từ khi đến Nhật Bản cho đến khi bị bắt, ông đã làm việc siêng năng và chưa bao giờ phạm bất kỳ tội ác nào khác hoặc có tiền án.
handbook-160	被告人は今回、逮捕、勾留、起訴という厳しい処分を受け、既に相当の期間の身柄拘束処分を受けており、十分な社会的、 経済的制裁を受けています。	The defendant has been subjected to severe arrest, detention and prosecution, and has already been detained for a considerable period of time, and has been subjected to adequate social and economic sanctions.	被告人遭到严厉的逮捕、拘留和起诉，并且已经被拘留了相当长的时间，并受到了适当的社会和经济制裁。	Bị cáo đã bị bắt giữ, giam giữ và truy tố nghiêm ngặt, và đã bị giam giữ trong một thời gian đáng kể, và đã phải chịu các biện pháp trừng phạt kinh tế và xã hội thích đáng.
handbook-161	以上の事情を併せ考慮されて、被告人に是非とも自力更生、再起の機会を与えていただきたく、執行猶予の寛大な判決を下されるよう、切にお願いする次第です。	In consideration of the above circumstances, I sincerely request that the defendant be given a chance to rehabilitate himself and re-establish himself, and that he be given a lenient sentence of probation.	鉴于上述情况，我真诚地请求给被告一个改过自新的机会，并给予他宽大的缓刑。	Xem xét các trường hợp trên, tôi chân thành yêu cầu bị cáo có cơ hội để phục hồi bản thân và tái lập bản thân, và anh ta được đưa ra một bản án quản chế khoan hồng.
handbook-162	被告人は、指輪を買うつもりだったのであり、窃盗の故意はなく、無罪です。	The accused intended to buy the ring, had no intention of stealing, and was not guilty.	被告打算购买戒指，无意偷窃，无罪。	Bị cáo có ý định mua chiếc nhẫn, không có ý định ăn cắp và không có tội.
handbook-163	このことは証拠によって認められる次の事実から明らかであります。	This is evident from the following facts, which are confirmed by the evidence:	这从以下事实中可以明显看出，这些事实得到了证据的证实：	Điều này được thể hiện rõ ràng từ các sự kiện sau đây, được xác nhận bởi các bằng chứng:
handbook-164	以上のことから、被告人には窃盗の故意がなく、無罪であります。	From the foregoing, the accused has no intention of theft and is not guilty.	综上所述，被告无意图盗窃，无罪。	Từ những điều đã nói ở trên, bị cáo không có ý định trộm cắp và không có tội.
handbook-165	これで審理を終わりますが、最後に何か言っておきたいことはありますか。	This concludes the hearing, but is there anything else you would like to say at the end?	听证会到此结束，但最后您还有什么想说的吗？	Điều này kết thúc phiên điều trần, nhưng có điều gì khác bạn muốn nói ở cuối không?
handbook-166	申し訳ないことをしたと思います。	I think I did something I'm sorry for.	我想我做了一件我很抱歉的事情。	Tôi nghĩ tôi đã làm điều gì đó mà tôi xin lỗi.
handbook-167	私は盗むつもりはありませんでした。	I wasn't going to steal.	我不打算偷东西。	Tôi sẽ không ăn cắp.
handbook-168	早く自分の国へ帰らせてください。	Please let me go back to my country as soon as possible.	请让我尽快回国。	Xin hãy để tôi trở về đất nước của tôi càng sớm càng tốt.
handbook-169	次回公判期日は、平成○○年11月8日午前10時30分と指定します。	The next trial date is set for November 8 at 10:30 a.m.	下一次审判日期定于 11 月 8 日上午 10：30。	Ngày xét xử tiếp theo được ấn định vào ngày 8 tháng 11 lúc 10:30 sáng.
handbook-170	それでは、判決は平成○○年12月6日午後1時にこの法廷で言い渡します。	The verdict will be handed down in this court at 1 p.m. on December 6.	判决将于 12 月 6 日下午 1 点在本法院宣布。	Phán quyết sẽ được đưa ra tại tòa án này vào lúc 1 giờ chiều ngày 6 tháng 12.
handbook-171	被告人に対する○○被告事件の判決を言い渡します。	I will pass the verdict in the XX defendant case against the accused.	我将对 XX 被告案作出判决。	Tôi sẽ đưa ra phán quyết trong vụ án bị cáo XX chống lại bị cáo.
handbook-172	理由：当裁判所が証拠により認定した罪となるべき事実(犯罪事実)の要旨は次のとおりである。	Reason: The summary of the facts to be guilty (criminal facts) found by this Court in evidence is as follows.	理由：本法院认定为证据的有罪事实（刑事事实）摘要如下。	Lý do: Bản tóm tắt các sự kiện có tội (sự kiện hình sự) mà Tòa án này tìm thấy trong chứng cứ như sau.
handbook-173	そこで、所定の法条(法律)を適用して主文のとおり判決する。	Therefore, the prescribed articles of law (laws) are applied and the judgment is made as follows.	因此，适用法律规定的条款（法律），并按以下方式进行判断。	Do đó, các điều luật (luật) theo quy định được áp dụng và bản án được đưa ra như sau.
handbook-174	刑を定めるに当たって考慮した事情は以下のとおりである。	The circumstances taken into account in determining the sentence are as follows.	确定判决时考虑的情况如下。	Các tình tiết được tính đến khi xác định bản án như sau.
handbook-175	刑事裁判の手続としては、釈放されます。	As for the criminal trial procedure, you will be released.	至于刑事审判程序，您将被释放。	Đối với thủ tục xét xử hình sự, bạn sẽ được thả.
handbook-176	今後◯年間のうちに日本で罪を犯さなければ、刑務所に入らなくてもよくなります。	If you don't commit a crime in Japan within the next year, you won't have to go to jail.	如果你在明年内没有在日本犯罪，你就不必进监狱。	Nếu bạn không phạm tội ở Nhật Bản trong năm tới, bạn sẽ không phải vào tù.
handbook-177	しかし、この○年間のうちに日本で罪を犯してまた刑に処せられることがあると、この執行猶予は取り消されます。	However, if you commit a crime in Japan and are sentenced to prison again within the last ○ years, this suspended sentence will be revoked.	但是，如果您在日本犯罪并在过去 ○ 年内再次被判入狱，则此缓刑将被撤销。	Tuy nhiên, nếu bạn phạm tội ở Nhật Bản và bị kết án tù một lần nữa trong vòng ○ năm qua, bản án treo này sẽ bị thu hồi.
handbook-178	そうなると、今回の懲役○年の刑を実際に受けなければならなくなります。	In that case, you will actually have to receive this sentence of X years in prison.	在这种情况下，您实际上将不得不被判处 X 年监禁。	Trong trường hợp đó, bạn thực sự sẽ phải nhận bản án X năm tù này.
handbook-179	もちろん、その場合には新たに犯した罪の刑も受けます。	Of course, in that case, you will also be sentenced for the new offense.	当然，在这种情况下，您也会因新的罪行而被判刑。	Tất nhiên, trong trường hợp đó, bạn cũng sẽ bị kết án cho tội danh mới.
handbook-180	そういうことのないように、十分注意してください。	Be very careful not to do that.	要非常小心，不要那样做。	Hãy hết sức cẩn thận để không làm điều đó.
handbook-181	なお、被告人の場合は既に在留期間が経過していますから、この判決の後間もなく、入国管理局において被告人を本国に送還する手続がなされると思います。	In the case of the accused, the period of stay has already passed, so I believe that the Immigration Bureau will carry out procedures to repatriate the accused shortly after this ruling.	就被告而言，逗留期限已经过去，所以我相信移民局会在这项裁决后不久执行遣返被告的程序。	Trong trường hợp của bị can, thời gian lưu trú đã trôi qua, vì vậy tôi tin rằng Cục Quản lý xuất nhập cảnh sẽ tiến hành thủ tục hồi hương bị can ngay sau phán quyết này.
handbook-182	したがって、結局、送還後○年間日本に来て犯罪を犯さなければ、今回の刑を受けることはないということになります。	Therefore, in the end, if you do not come to Japan for X years after repatriation and commit a crime, you will not receive this sentence.	因此，最后，如果你在遣返后 X 年没有来日本并犯罪，你不会得到这个判决。	Do đó, cuối cùng, nếu bạn không đến Nhật Bản trong X năm sau khi hồi hương và phạm tội, bạn sẽ không nhận được bản án này.
handbook-183	被告人はこれまで相当期間勾留されていますから、そのうちの○日間は既に刑の執行を受け終わったものとします。	Since the defendant has been detained for a considerable period of time, it is assumed that he has already received the execution of his sentence for X days.	由于被告已被拘留了相当长的时间，因此可以假设他已经收到了 X 天的刑期执行。	Vì bị cáo đã bị giam giữ trong một khoảng thời gian đáng kể, nên người ta cho rằng anh ta đã nhận được án chấp hành án của mình trong X ngày.
handbook-184	したがって、言い渡した○年○か月の刑から実際には○日間が差し引かれることになります。	Therefore, X days will actually be deducted from the sentence of X years and ○ months.	因此，X 天实际上会从 X 年零 0 个月的刑期中扣除。	Do đó, X ngày thực sự sẽ được trừ vào bản án X năm và ○ tháng.
handbook-185	保護観察というのは、国の機関である保護観察所の保護観察官の指導監督によって、被告人が再び間違いを起こすことのないように手助けする制度です。	Probation is a system in which a probation officer at a probation office, which is a national agency, helps the accused not to make a mistake again.	缓刑是一种制度，缓刑办公室是一个国家机构，由缓刑办公室的缓刑官员帮助被告不再犯错。	Quản chế là một hệ thống trong đó một nhân viên quản chế tại văn phòng quản chế, là một cơ quan quốc gia, giúp bị cáo không mắc sai lầm nữa.
handbook-186	普通は毎月1回以上保護観察所に所属する保護観察官のもとにいる保護司という人と会って、被告人の日ごろの生活について指導を受けることになります。	Normally, you will meet with a probation officer who belongs to the probation office at least once a month to receive guidance on the daily life of the accused.	通常，您将至少每月与感化办公室的缓刑官会面一次，以接受有关被告日常生活的指导。	Thông thường, bạn sẽ gặp một nhân viên quản chế thuộc văn phòng quản chế ít nhất mỗi tháng một lần để được hướng dẫn về cuộc sống hàng ngày của bị cáo.
handbook-187	この判決の確定後、速やかに、保護観察所に出頭して保護観察所の説明を受けてください。	After this judgment is finalized, you should immediately appear at the probation office and receive an explanation from the probation office.	判决最终确定后，您应该立即出现在缓刑办公室并接受缓刑办公室的解释。	Sau khi phán quyết này được hoàn tất, bạn nên xuất hiện ngay tại văn phòng quản chế và nhận được lời giải thích từ văn phòng quản chế.
handbook-188	保護観察所では、守らなければならない事項について指示されますが、もし、この遵守事項を守らない場合には、この刑の執行猶予を取り消されることがあります。	At the probation office, you will be instructed on what you must follow, but if you do not comply with this observance, your suspended sentence may be revoked.	在缓刑办公室，您将被告知您必须遵守什么，但如果您不遵守此规定，您的缓刑可能会被撤销。	Tại văn phòng quản chế, bạn sẽ được hướng dẫn về những gì bạn phải tuân theo, nhưng nếu bạn không tuân thủ việc tuân thủ này, bản án treo của bạn có thể bị thu hồi.
handbook-189	また、再び犯罪を犯して禁錮以上の刑に処せられた場合には法律上執行猶予を付けることができないので、そのようなことのないよう十分注意してください。	In addition, if you commit a crime again and are sentenced to imprisonment or more, you cannot be suspended by law, so please be careful not to do so.	此外，如果您再次犯罪并被判处有期徒刑或更多刑期，则不能依法暂停，因此请注意不要这样做。	Ngoài ra, nếu bạn phạm tội một lần nữa và bị kết án tù trở lên, bạn không thể bị đình chỉ theo pháp luật, vì vậy hãy cẩn thận không làm như vậy.
handbook-190	この判決に不服がある場合には、控訴〈上告>の申立てをすることができます。	If you are dissatisfied with this decision, you may file an appeal (appeal>	如果您对此决定不满意，您可以提出上诉（appeal>	Nếu bạn không hài lòng với quyết định này, bạn có thể nộp đơn kháng cáo (kháng cáo>
handbook-191	その場合には、明日から14日以内に○○高等裁判所<最高裁判所>あての控訴<上告>申立書をこの裁判所に差し出してください。	In that case, please <最高裁判所>submit a petition of appeal to the XX High Court within 14 days from tomorrow<上告>.	在这种情况下，请在<最高裁判所>明天起的 14 天内向 XX 高等法院提交上诉申请<上告>。	Trong trường hợp đó, vui lòng <最高裁判所>nộp đơn kháng cáo lên Tòa án Tối cao XX trong vòng 14 ngày kể từ ngày mai<上告>.
handbook-192	被告人を懲役<禁錮>1年に処する。	The accused shall be <禁錮>sentenced to one year in prison.	被告应<禁錮>被判处一年有期徒刑。	Bị cáo sẽ bị <禁錮>kết án một năm tù.
handbook-194	被告人を拘留10日に処する。	The accused shall be sentenced to 10 days in custody.	被告将被判处 10 天拘留。	Bị can bị kết án 10 ngày tù giam.
handbook-195	被告人を懲役1年以上2年以下に処する。	The accused shall be sentenced to imprisonment for not less than one year but not more than two years.	被告应被判处一年以上两年以下有期徒刑。	Bị can thì bị phạt tù không dưới một năm nhưng không quá hai năm.
handbook-196	被告人を懲役1年及び罰金20万円に処する。 	The accused shall be sentenced to one year's imprisonment and a fine of 200,000 yen. 	被告将被判处 1 年有期徒刑和 200,000 日元以下罚金。 	Bị can sẽ bị kết án một năm tù giam và phạt tiền 200.000 yên. 
handbook-197	被告人を判示第1の罪について懲役1年に、判示第2の罪について懲役2年に処する。	The accused shall be sentenced to one year's imprisonment for the first offence and two years to two years in prison for the second offence.	被告第一次犯罪应被判处一年监禁，第二次犯罪应被判处 2 年至 2 年监禁。	Bị cáo sẽ bị kết án một năm tù đối với tội thứ nhất và hai năm đến hai năm tù đối với tội thứ hai.
handbook-200	未決勾留日数中30日を、その1日を金5000円に換算して、その刑に算入する。	Thirty (30) days of pretrial detention shall be converted into 5,000 yen in gold and included in the sentence.	三十 （30） 天的审前拘留应兑换成 5,000 日元黄金并计入刑期。	Ba mươi (30) ngày giam giữ trước khi xét xử sẽ được quy đổi thành 5.000 yên bằng vàng và được tính vào bản án.
handbook-201	未決勾留日数中、その刑期に満つるまでの分をその刑に算入する。	The number of days of pretrial detention up to the completion of the sentence shall be included in the sentence.	刑期应包括审前羁押至刑期满的天数。	Số ngày tạm giam trước khi xét xử đến khi kết thúc bản án được tính vào bản án.
handbook-202	未決勾留日数中、その1日を金5000円に換算してその罰金額に満つるまでの分を、その刑に算入する。	Of the number of days of pretrial detention, one day shall be converted into 5,000 yen and the amount until the amount of the fine is met shall be included in the sentence.	审前羁押天数中，1 天应转换为 5,000 日元，直到达到罚款金额的金额应包含在刑期中。	Trong số ngày tạm giam trước khi xét xử, một ngày được quy đổi thành 5.000 yên và số tiền cho đến khi đủ số tiền phạt được tính vào bản án.
handbook-203	その罰金を完納することができないときは、金5000円を1日に換算した期間被告人を労役場に留置する。	If the fine cannot be paid in full, the defendant shall be detained in the labor hall for a period of 5,000 yen converted into one day.	如果不能全额支付罚款，将被告拘留在劳动大厅，拘留期限为 5,000 日元，换算为一天。	Nếu không nộp đủ tiền phạt thì bị cáo bị tạm giam trong phòng lao động với thời gian 5.000 yên quy đổi thành một ngày.
handbook-205	この裁判が確定した日から3年間その刑の執行を猶予する。	The sentence shall be suspended for a period of three years from the date on which the trial is determined.	缓刑期为自审判确定之日起三年。	Bản án được treo trong thời hạn ba năm kể từ ngày quyết định phiên tòa.
handbook-206	被告人をその猶予の期間中保護観察に付する。	The accused is placed on probation for the duration of the probation.	被告在缓刑期间接受缓刑。	Bị cáo bị quản chế trong suốt thời gian quản chế.
handbook-208	押収してある短刀1本(平成○○年押第○○号の1)を没収する。	One confiscated dagger (1 of the Heisei XX Year Press).	一把没收的匕首（平成 XX 年出版 1 把）。	Một con dao găm bị tịch thu (1 của Nhà xuất bản Heisei XX Year).
handbook-209	押収してある約束手形1通(平成○○年押第○○号の1)の偽造部分を没収する。	The counterfeit portion of one of the confiscated promissory notes (No. 1 of the Heisei XX Year Press) will be confiscated.	其中一张被没收的本票（平成 XX 年出版第 1 号）的伪造部分将被没收。	Phần giả của một trong những kỳ phiếu bị tịch thu (số 1 của Nhà xuất bản năm Heisei XX) sẽ bị tịch thu.
handbook-210	○○地方検察庁で保管中の約束手形1通(平成○○年○地領第○○号の1)を没収する。	One promissory note (1 of XX Land Territory No. XX) in custody at the District Public Prosecutor's Office will be confiscated.	在地区检察官办公室保管的一张本票（XX Land Territory No. XX 中的 1 张）将被没收。	Một kỳ phiếu (1 trong XX Lãnh thổ Đất đai số XX) đang bị giam giữ tại Văn phòng Công tố Quận sẽ bị tịch thu.
